points_per_side,points_per_batch,pred_iou_thresh,stability_score_thresh,stability_score_offset,box_nms_thresh,crop_n_layers,crop_nms_thresh,crop_n_points_downscale_factor,recall,precision,predictions,ground_truth,TP,FP,FN,mean_iou_of_tp,std_iou_of_tp,f_beta
32,128,0.72,0.92,0.7,0.7,0,0.7,1,0.5755431622526358,0.7094697034755658,86.6,109.6,60.7,25.9,48.9,0.8853527307510376,0.03519552163779732,0.5864773331922161
32,128,0.72,0.92,0.7,0.7,0,0.7,2,0.5755431622526358,0.7094697034755658,86.6,109.6,60.7,25.9,48.9,0.8853527307510376,0.03519552163779732,0.5864773331922161
32,128,0.72,0.92,0.7,0.7,0,0.7,4,0.5755431622526358,0.7094697034755658,86.6,109.6,60.7,25.9,48.9,0.8853527307510376,0.03519552163779732,0.5864773331922161
32,128,0.72,0.92,0.7,0.7,1,0.7,1,0.7573183411401275,0.6832309943667794,121.3,109.6,82.3,39.0,27.3,0.9027384221553802,0.03615004923194644,0.7353072380661538
32,128,0.72,0.92,0.7,0.7,1,0.7,2,0.6998892745737576,0.7142867134644277,106.5,109.6,75.5,31.0,34.1,0.9038114368915557,0.034583219885826064,0.6947753175868344
32,128,0.72,0.92,0.7,0.7,1,0.7,4,0.6366558057676656,0.7215006400374115,95.3,109.6,68.1,27.2,41.5,0.8957775473594666,0.037515352293848954,0.6435641982698839
32,128,0.72,0.92,0.7,0.7,2,0.7,1,0.7583440884362741,0.641640491660471,130.4,109.6,82.5,47.9,27.1,0.9025040388107299,0.0354885127395391,0.7242211586220029
32,128,0.72,0.92,0.7,0.7,2,0.7,2,0.7067276363647916,0.7011479959085866,109.7,109.6,76.2,33.5,33.4,0.9046804666519165,0.03429499305784698,0.6974517652132064
32,128,0.72,0.92,0.7,0.7,2,0.7,4,0.6400766593970535,0.7180684496507611,96.4,109.6,68.5,27.9,41.1,0.8963725328445434,0.03744951188564295,0.6457956229691357
32,128,0.72,0.92,1.0,0.7,0,0.7,1,0.33989213493969395,0.755528775245683,46.4,109.6,35.7,10.7,73.9,0.8967213153839111,0.03160586096346374,0.37395534329513314
32,128,0.72,0.92,1.0,0.7,0,0.7,2,0.33989213493969395,0.755528775245683,46.4,109.6,35.7,10.7,73.9,0.8967213153839111,0.03160586096346374,0.37395534329513314
32,128,0.72,0.92,1.0,0.7,0,0.7,4,0.33989213493969395,0.755528775245683,46.4,109.6,35.7,10.7,73.9,0.8967213153839111,0.03160586096346374,0.37395534329513314
32,128,0.72,0.92,1.0,0.7,1,0.7,1,0.5221327091235893,0.7809143009655866,73.1,109.6,57.1,16.0,52.5,0.9128587007522583,0.03405650295317169,0.5519343782509218
32,128,0.72,0.92,1.0,0.7,1,0.7,2,0.4709395315588846,0.7961281305452584,63.7,109.6,50.9,12.8,58.7,0.912872439622879,0.03223316352814433,0.5054981335349769
32,128,0.72,0.92,1.0,0.7,1,0.7,4,0.3902631865891913,0.7759195193444683,53.7,109.6,41.8,11.9,67.8,0.9064865231513977,0.03450883105397219,0.4264986335605741
32,128,0.72,0.92,1.0,0.7,2,0.7,1,0.5234799339350419,0.7521530554051392,76.6,109.6,57.3,19.3,52.3,0.9135437250137329,0.03406855668872589,0.5496619774286422
32,128,0.72,0.92,1.0,0.7,2,0.7,2,0.47396112935618556,0.7836502346945472,65.3,109.6,51.3,14.0,58.3,0.9136265456676483,0.03132345788180823,0.5076284405839918
32,128,0.72,0.92,1.0,0.7,2,0.7,4,0.3930681528379859,0.7771854596537022,54.0,109.6,42.1,11.9,67.5,0.906560093164444,0.03445328008383508,0.42940835717536513
32,128,0.72,0.92,1.3,0.7,0,0.7,1,0.13496634087781695,0.7471478521478522,17.0,109.6,14.1,2.9,95.5,0.9103725817468431,0.030521953245624837,0.15914917984199567
32,128,0.72,0.92,1.3,0.7,0,0.7,2,0.13496634087781695,0.7471478521478522,17.0,109.6,14.1,2.9,95.5,0.9103725817468431,0.030521953245624837,0.15914917984199567
32,128,0.72,0.92,1.3,0.7,0,0.7,4,0.13496634087781695,0.7471478521478522,17.0,109.6,14.1,2.9,95.5,0.9103725817468431,0.030521953245624837,0.15914917984199567
32,128,0.72,0.92,1.3,0.7,1,0.7,1,0.2500840388355668,0.8167875059722884,32.9,109.6,27.5,5.4,82.1,0.9220094323158264,0.028769127745181276,0.28606124870586325
32,128,0.72,0.92,1.3,0.7,1,0.7,2,0.20888141869429236,0.8365774764344641,26.3,109.6,22.7,3.6,86.9,0.9237909078598022,0.0280267216265201,0.24184130178545787
32,128,0.72,0.92,1.3,0.7,1,0.7,4,0.17076776849477943,0.8177915516403743,21.6,109.6,18.2,3.4,91.4,0.9189402043819428,0.02899406095966691,0.19999134985301315
32,128,0.72,0.92,1.3,0.7,2,0.7,1,0.2508193329532139,0.7880704258530346,34.2,109.6,27.6,6.6,82.0,0.9226361572742462,0.029061564337462143,0.28608829335259867
32,128,0.72,0.92,1.3,0.7,2,0.7,2,0.2080339610671737,0.8118786460251073,26.7,109.6,22.6,4.1,87.0,0.9242509603500366,0.02788773179054254,0.24080068328780416
32,128,0.72,0.92,1.3,0.7,2,0.7,4,0.17158744062592696,0.8225534564022791,21.7,109.6,18.3,3.4,91.3,0.9183851718902588,0.02912622475996608,0.2009932718832767
32,128,0.72,0.95,0.7,0.7,0,0.7,1,0.25214634253366197,0.7746614304702539,33.4,109.6,26.6,6.8,83.0,0.9026624023914337,0.02943620942533014,0.28645437099937665
32,128,0.72,0.95,0.7,0.7,0,0.7,2,0.25214634253366197,0.7746614304702539,33.4,109.6,26.6,6.8,83.0,0.9026624023914337,0.02943620942533014,0.28645437099937665
32,128,0.72,0.95,0.7,0.7,0,0.7,4,0.25214634253366197,0.7746614304702539,33.4,109.6,26.6,6.8,83.0,0.9026624023914337,0.02943620942533014,0.28645437099937665
32,128,0.72,0.95,0.7,0.7,1,0.7,1,0.4167428603869604,0.8133592522022809,56.8,109.6,45.8,11.0,63.8,0.9183621644973755,0.03030234351754183,0.4547852840906996
32,128,0.72,0.95,0.7,0.7,1,0.7,2,0.36640584668784254,0.8398999118769185,47.7,109.6,39.9,7.8,69.7,0.9171416342258454,0.03210410270839925,0.40704511788775266
32,128,0.72,0.95,0.7,0.7,1,0.7,4,0.2940871596541418,0.8042509252296421,39.2,109.6,31.5,7.7,78.1,0.9125650525093079,0.031238778121769378,0.33186886446569247
32,128,0.72,0.95,0.7,0.7,2,0.7,1,0.4173547910807659,0.7736363908668613,60.0,109.6,45.9,14.1,63.7,0.9188086986541748,0.03045134823769327,0.4527238911635094
32,128,0.72,0.95,0.7,0.7,2,0.7,2,0.3686283146223848,0.817918902099431,49.1,109.6,40.2,8.9,69.4,0.9171854019165039,0.03187983334064481,0.4085515434524899
32,128,0.72,0.95,0.7,0.7,2,0.7,4,0.29564212590293637,0.8058982508265476,39.4,109.6,31.7,7.7,77.9,0.9125901579856872,0.031203232333064018,0.3336177687462329
32,128,0.72,0.95,1.0,0.7,0,0.7,1,0.04013628362332247,0.5634920634920635,5.3,109.6,4.1,1.2,105.5,0.7972417920827866,0.0238994534593075,0.04915943345146166
32,128,0.72,0.95,1.0,0.7,0,0.7,2,0.04013628362332247,0.5634920634920635,5.3,109.6,4.1,1.2,105.5,0.7972417920827866,0.0238994534593075,0.04915943345146166
32,128,0.72,0.95,1.0,0.7,0,0.7,4,0.04013628362332247,0.5634920634920635,5.3,109.6,4.1,1.2,105.5,0.7972417920827866,0.0238994534593075,0.04915943345146166
32,128,0.72,0.95,1.0,0.7,1,0.7,1,0.09410753991227624,0.7501082251082252,12.5,109.6,10.2,2.3,99.4,0.9312657654285431,0.028600087203085378,0.11335966039113557
32,128,0.72,0.95,1.0,0.7,1,0.7,2,0.07017823668702995,0.6842075163398692,9.2,109.6,7.5,1.7,102.1,0.9265951580471463,0.032620501820929314,0.08523335221004955
32,128,0.72,0.95,1.0,0.7,1,0.7,4,0.05623963322371116,0.7084090909090909,7.4,109.6,5.8,1.6,103.8,0.9247693836688995,0.031101144268177387,0.06853455570858563
32,128,0.72,0.95,1.0,0.7,2,0.7,1,0.0949622407669771,0.69499666999667,13.5,109.6,10.3,3.2,99.3,0.9308061599731445,0.028608410339802447,0.11415649300991186
32,128,0.72,0.95,1.0,0.7,2,0.7,2,0.07017823668702995,0.6575408496732026,9.4,109.6,7.5,1.9,102.1,0.9267294936709933,0.03281657700426874,0.08522508984859106
32,128,0.72,0.95,1.0,0.7,2,0.7,4,0.05623963322371116,0.7084090909090909,7.4,109.6,5.8,1.6,103.8,0.9247693836688995,0.031101144268177387,0.06853455570858563
32,128,0.72,0.95,1.3,0.7,0,0.7,1,0.00283275174476569,0.18333333333333332,0.8,109.6,0.3,0.5,109.3,0.33316880464553833,0.0,0.0035239540942284355
32,128,0.72,0.95,1.3,0.7,0,0.7,2,0.00283275174476569,0.18333333333333332,0.8,109.6,0.3,0.5,109.3,0.33316880464553833,0.0,0.0035239540942284355
32,128,0.72,0.95,1.3,0.7,0,0.7,4,0.00283275174476569,0.18333333333333332,0.8,109.6,0.3,0.5,109.3,0.33316880464553833,0.0,0.0035239540942284355
32,128,0.72,0.95,1.3,0.7,1,0.7,1,0.00714441230642624,0.425,1.6,96.3,0.8,0.8,95.5,0.7955709014620099,0.0021545444615185,0.008884208455423436
32,128,0.72,0.95,1.3,0.7,1,0.7,2,0.00454215345416739,0.375,1.3,96.3,0.5,0.8,95.8,0.7615446150302887,0.0,0.005654482157363335
32,128,0.72,0.95,1.3,0.7,1,0.7,4,0.00454215345416739,0.275,1.3,84.6,0.5,0.8,84.1,0.610672136147817,0.002024509788801267,0.005649945570010616
32,128,0.72,0.95,1.3,0.7,2,0.7,1,0.00714441230642624,0.3583333333333333,2.0,109.6,0.8,1.2,108.8,0.9284037252267202,0.0032240091823041,0.008879757529861958
32,128,0.72,0.95,1.3,0.7,2,0.7,2,0.00454215345416739,0.375,1.4,96.3,0.5,0.9,95.8,0.7615446150302887,0.0,0.005654482157363335
32,128,0.72,0.95,1.3,0.7,2,0.7,4,0.00454215345416739,0.275,1.3,84.6,0.5,0.8,84.1,0.610672136147817,0.002024509788801267,0.005649945570010616
32,128,0.72,0.98,0.7,0.7,0,0.7,1,0.0,0.0,0.3,109.6,0.0,0.3,109.6,0.0,0.0,0.0
32,128,0.72,0.98,0.7,0.7,0,0.7,2,0.0,0.0,0.3,109.6,0.0,0.3,109.6,0.0,0.0,0.0
32,128,0.72,0.98,0.7,0.7,0,0.7,4,0.0,0.0,0.3,109.6,0.0,0.3,109.6,0.0,0.0,0.0
32,128,0.72,0.98,0.7,0.7,1,0.7,1,0.0017094017094016999,0.1,0.7,64.8,0.2,0.5,64.6,0.19415366649627688,0.00098445769399404,0.002127659521502932
32,128,0.72,0.98,0.7,0.7,1,0.7,2,0.0,0.0,0.4,40.9,0.0,0.4,40.9,0.0,0.0,0.0
32,128,0.72,0.98,0.7,0.7,1,0.7,4,0.0,0.0,0.4,40.9,0.0,0.4,40.9,0.0,0.0,0.0
32,128,0.72,0.98,0.7,0.7,2,0.7,1,0.0017094017094016999,0.1,1.0,76.6,0.2,0.8,76.4,0.2426920831203461,0.00123057211749255,0.002127659521502932
32,128,0.72,0.98,0.7,0.7,2,0.7,2,0.0,0.0,0.5,53.1,0.0,0.5,53.1,0.0,0.0,0.0
32,128,0.72,0.98,0.7,0.7,2,0.7,4,0.0,0.0,0.4,40.9,0.0,0.4,40.9,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,0,0.7,1,0.0,0.0,0.0,109.6,0.0,0.0,109.6,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,0,0.7,2,0.0,0.0,0.0,109.6,0.0,0.0,109.6,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,0,0.7,4,0.0,0.0,0.0,109.6,0.0,0.0,109.6,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,1,0.7,1,0.0,0.0,0.1,11.2,0.0,0.1,11.2,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,1,0.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,1,0.7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,2,0.7,1,0.0,0.0,0.2,23.4,0.0,0.2,23.4,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,2,0.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.0,0.7,2,0.7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,0,0.7,1,0.0,0.0,0.0,109.6,0.0,0.0,109.6,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,0,0.7,2,0.0,0.0,0.0,109.6,0.0,0.0,109.6,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,0,0.7,4,0.0,0.0,0.0,109.6,0.0,0.0,109.6,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,1,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,1,0.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,1,0.7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,2,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,2,0.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.72,0.98,1.3,0.7,2,0.7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,128,0.8,0.92,0.7,0.7,0,0.7,1,0.546929463076303,0.7382194091563179,79.8,109.6,57.8,22.0,51.8,0.885719645023346,0.034405611082911444,0.5645225974949287
32,128,0.8,0.92,0.7,0.7,0,0.7,2,0.546929463076303,0.7382194091563179,79.8,109.6,57.8,22.0,51.8,0.885719645023346,0.034405611082911444,0.5645225974949287
32,128,0.8,0.92,0.7,0.7,0,0.7,4,0.546929463076303,0.7382194091563179,79.8,109.6,57.8,22.0,51.8,0.885719645023346,0.034405611082911444,0.5645225974949287
32,128,0.8,0.92,0.7,0.7,1,0.7,1,0.7381163926434016,0.7092389227720757,114.4,109.6,80.4,34.0,29.2,0.9033155918121338,0.03601061124354598,0.7254172891406376
32,128,0.8,0.92,0.7,0.7,1,0.7,2,0.6859363035357614,0.7470668948019462,100.3,109.6,74.1,26.2,35.5,0.9043239235877991,0.0344304339960217,0.6888033652603834
32,128,0.8,0.92,0.7,0.7,1,0.7,4,0.6125262017875023,0.7421831969984287,89.5,109.6,65.7,23.8,43.9,0.8963672339916229,0.0372356021776795,0.6260032846149065
32,128,0.8,0.92,0.7,0.7,2,0.7,1,0.7409651707099474,0.6672977305861914,122.8,109.6,80.8,42.0,28.8,0.9032826483249664,0.03543101511895652,0.7171315158290339
32,128,0.8,0.92,0.7,0.7,2,0.7,2,0.6915080797451943,0.7301933194049286,103.6,109.6,74.7,28.9,34.9,0.9053474843502045,0.03391250725835556,0.6900063707262702
32,128,0.8,0.92,0.7,0.7,2,0.7,4,0.617537050389238,0.7412849821639786,90.4,109.6,66.3,24.1,43.3,0.8968585669994354,0.037243830226361706,0.6301474939720266
32,128,0.8,0.92,1.0,0.7,0,0.7,1,0.3363543801248493,0.753826563523329,45.5,109.6,35.3,10.2,74.3,0.8958980739116669,0.03022827059030527,0.370491467672366
32,128,0.8,0.92,1.0,0.7,0,0.7,2,0.3363543801248493,0.753826563523329,45.5,109.6,35.3,10.2,74.3,0.8958980739116669,0.03022827059030527,0.370491467672366
32,128,0.8,0.92,1.0,0.7,0,0.7,4,0.3363543801248493,0.753826563523329,45.5,109.6,35.3,10.2,74.3,0.8958980739116669,0.03022827059030527,0.370491467672366
32,128,0.8,0.92,1.0,0.7,1,0.7,1,0.5213808294243412,0.796518306060837,71.8,109.6,57.0,14.8,52.6,0.9127632200717926,0.03413825072348114,0.5522417724387968
32,128,0.8,0.92,1.0,0.7,1,0.7,2,0.4675433726330647,0.8057772859291227,62.6,109.6,50.6,12.0,59.0,0.9129970967769623,0.03195690810680385,0.5031277399055119
32,128,0.8,0.92,1.0,0.7,1,0.7,4,0.38739293346009435,0.7815035766968303,52.8,109.6,41.5,11.3,68.1,0.9066832304000855,0.03438983485102649,0.42399752209572983
32,128,0.8,0.92,1.0,0.7,2,0.7,1,0.5227280542357937,0.766475953762013,75.1,109.6,57.2,17.9,52.4,0.9134474515914917,0.03414195347577327,0.5503370182380513
32,128,0.8,0.92,1.0,0.7,2,0.7,2,0.46981309073111743,0.787163366901998,64.4,109.6,50.9,13.5,58.7,0.9139385163784027,0.03106395229697223,0.5041078006879031
32,128,0.8,0.92,1.0,0.7,2,0.7,4,0.39019789970888896,0.7828065952411402,53.1,109.6,41.8,11.3,67.8,0.9067591369152069,0.03433051500469442,0.42691079269459875
32,128,0.8,0.92,1.3,0.7,0,0.7,1,0.13366763957911565,0.7463583784636416,16.9,109.6,14.0,2.9,95.6,0.91114831633038,0.028301190701313265,0.15769937753155658
32,128,0.8,0.92,1.3,0.7,0,0.7,2,0.13366763957911565,0.7463583784636416,16.9,109.6,14.0,2.9,95.6,0.91114831633038,0.028301190701313265,0.15769937753155658
32,128,0.8,0.92,1.3,0.7,0,0.7,4,0.13366763957911565,0.7463583784636416,16.9,109.6,14.0,2.9,95.6,0.91114831633038,0.028301190701313265,0.15769937753155658
32,128,0.8,0.92,1.3,0.7,1,0.7,1,0.24803345783761738,0.8253160383946829,32.5,109.6,27.3,5.2,82.3,0.9226820290088653,0.02708818772807714,0.2838252272488321
32,128,0.8,0.92,1.3,0.7,1,0.7,2,0.2075827173955911,0.8449131624875414,26.1,109.6,22.6,3.5,87.0,0.9244098722934723,0.02634518546983594,0.24042788273519972
32,128,0.8,0.92,1.3,0.7,1,0.7,4,0.1694690671960781,0.8195457501909115,21.4,109.6,18.1,3.3,91.5,0.9195490598678588,0.027345586568117093,0.19863774960164027
32,128,0.8,0.92,1.3,0.7,2,0.7,1,0.24876875195526443,0.7867031297031297,33.9,109.6,27.4,6.5,82.2,0.9233124673366546,0.027401961851865008,0.2838392654626828
32,128,0.8,0.92,1.3,0.7,2,0.7,2,0.20673525976847246,0.8112857606496133,26.6,109.6,22.5,4.1,87.1,0.9248730897903442,0.02623586850240821,0.23937708174359296
32,128,0.8,0.92,1.3,0.7,2,0.7,4,0.17028873932722566,0.8243076549528162,21.5,109.6,18.2,3.3,91.4,0.918994027376175,0.027477750368416258,0.19963967163190383
32,128,0.8,0.95,0.7,0.7,0,0.7,1,0.2484071650444845,0.7722673174384076,33.1,109.6,26.3,6.8,83.3,0.9031534194946289,0.02821815684437748,0.28243534350582683
32,128,0.8,0.95,0.7,0.7,0,0.7,2,0.2484071650444845,0.7722673174384076,33.1,109.6,26.3,6.8,83.3,0.9031534194946289,0.02821815684437748,0.28243534350582683
32,128,0.8,0.95,0.7,0.7,0,0.7,4,0.2484071650444845,0.7722673174384076,33.1,109.6,26.3,6.8,83.3,0.9031534194946289,0.02821815684437748,0.28243534350582683
32,128,0.8,0.95,0.7,0.7,1,0.7,1,0.411397102343834,0.8125366187970766,56.1,109.6,45.3,10.8,64.3,0.9190026760101319,0.02920436765998597,0.44939789817461834
32,128,0.8,0.95,0.7,0.7,1,0.7,2,0.3626666691986651,0.8408579689120128,47.3,109.6,39.6,7.7,70.0,0.9177109599113464,0.03106253836303944,0.4031878346473901
32,128,0.8,0.95,0.7,0.7,1,0.7,4,0.28952831003381674,0.8018990089317499,38.7,109.6,31.1,7.6,78.5,0.9129701137542725,0.0302545821294188,0.32702308462154595
32,128,0.8,0.95,0.7,0.7,2,0.7,1,0.4120090330376394,0.7780878267580192,58.9,109.6,45.4,13.5,64.2,0.919443815946579,0.029354641400277583,0.44776214079959065
32,128,0.8,0.95,0.7,0.7,2,0.7,2,0.3641372574339592,0.8152562720259351,48.7,109.6,39.8,8.9,69.8,0.9180175364017487,0.030932103842496828,0.40376892027248523
32,128,0.8,0.95,0.7,0.7,2,0.7,4,0.2910832762826114,0.8037097332214659,38.9,109.6,31.3,7.6,78.3,0.9129919409751892,0.030202330648899028,0.3287758091597087
32,128,0.8,0.95,1.0,0.7,0,0.7,1,0.04013628362332247,0.5634920634920635,5.3,109.6,4.1,1.2,105.5,0.7972417920827866,0.0238994534593075,0.04915943345146166
32,128,0.8,0.95,1.0,0.7,0,0.7,2,0.04013628362332247,0.5634920634920635,5.3,109.6,4.1,1.2,105.5,0.7972417920827866,0.0238994534593075,0.04915943345146166
32,128,0.8,0.95,1.0,0.7,0,0.7,4,0.04013628362332247,0.5634920634920635,5.3,109.6,4.1,1.2,105.5,0.7972417920827866,0.0238994534593075,0.04915943345146166
32,128,0.8,0.95,1.0,0.7,1,0.7,1,0.09410753991227624,0.7501082251082252,12.5,109.6,10.2,2.3,99.4,0.9312657654285431,0.028600087203085378,0.11335966039113557
32,128,0.8,0.95,1.0,0.7,1,0.7,2,0.07017823668702995,0.6842075163398692,9.2,109.6,7.5,1.7,102.1,0.9265951580471463,0.032620501820929314,0.08523335221004955
32,128,0.8,0.95,1.0,0.7,1,0.7,4,0.05623963322371116,0.7084090909090909,7.4,109.6,5.8,1.6,103.8,0.9247693836688995,0.031101144268177387,0.06853455570858563
32,128,0.8,0.95,1.0,0.7,2,0.7,1,0.0949622407669771,0.69499666999667,13.5,109.6,10.3,3.2,99.3,0.9308061599731445,0.028608410339802447,0.11415649300991186
32,128,0.8,0.95,1.0,0.7,2,0.7,2,0.07017823668702995,0.6575408496732026,9.4,109.6,7.5,1.9,102.1,0.9267294936709933,0.03281657700426874,0.08522508984859106
32,128,0.8,0.95,1.0,0.7,2,0.7,4,0.05623963322371116,0.7084090909090909,7.4,109.6,5.8,1.6,103.8,0.9247693836688995,0.031101144268177387,0.06853455570858563
32,128,0.8,0.95,1.3,0.7,0,0.7,1,0.00283275174476569,0.18333333333333332,0.8,109.6,0.3,0.5,109.3,0.33316880464553833,0.0,0.0035239540942284355
32,128,0.8,0.95,1.3,0.7,0,0.7,2,0.00283275174476569,0.18333333333333332,0.8,109.6,0.3,0.5,109.3,0.33316880464553833,0.0,0.0035239540942284355
32,128,0.8,0.95,1.3,0.7,0,0.7,4,0.00283275174476569,0.18333333333333332,0.8,109.6,0.3,0.5,109.3,0.33316880464553833,0.0,0.0035239540942284355
32,128,0.8,0.95,1.3,0.7,1,0.7,1,0.00714441230642624,0.425,1.6,96.3,0.8,0.8,95.5,0.7955709014620099,0.0021545444615185,0.008884208455423436
32,128,0.8,0.95,1.3,0.7,1,0.7,2,0.00454215345416739,0.375,1.3,96.3,0.5,0.8,95.8,0.7615446150302887,0.0,0.005654482157363335
32,128,0.8,0.95,1.3,0.7,1,0.7,4,0.00454215345416739,0.275,1.3,84.6,0.5,0.8,84.1,0.610672136147817,0.002024509788801267,0.005649945570010616
32,128,0.8,0.95,1.3,0.7,2,0.7,1,0.00714441230642624,0.3583333333333333,2.0,109.6,0.8,1.2,108.8,0.9284037252267202,0.0032240091823041,0.008879757529861958
32,128,0.8,0.95,1.3,0.7,2,0.7,2,0.00454215345416739,0.375,1.4,96.3,0.5,0.9,95.8,0.7615446150302887,0.0,0.005654482157363335
32,128,0.8,0.95,1.3,0.7,2,0.7,4,0.00454215345416739,0.275,1.3,84.6,0.5,0.8,84.1,0.610672136147817,0.002024509788801267,0.005649945570010616
32,128,0.8,0.98,0.7,0.7,0,0.7,1,0.0,0.0,0.3,109.6,0.0,0.3,109.6,0.0,0.0,0.0
32,128,0.8,0.98,0.7,0.7,0,0.7,2,0.0,0.0,0.3,109.6,0.0,0.3,109.6,0.0,0.0,0.0
